"サービスID","データID","取得日","飲食購入金額","コメント"
"0000105616","cli_t-30","2019-02-19 04:17:12","700",""
"0000295764","cli_t-30","2019-12-19 21:38:38","800",""
"0000668740","cli_t-30","2019-06-22 15:04:44","250",""
"0000120026","cli_t-30","2019-03-13 10:07:05","250",""
"0000892172","cli_t-30","2019-05-28 10:12:47","500",""
"0000389822","cli_t-30","2019-11-30 20:13:35","350",""
"0000300734","cli_t-30","2019-03-14 09:55:59","950",""
"0000832382","cli_t-30","2019-08-30 07:28:48","300",""
"0000485939","cli_t-30","2019-10-27 02:44:12","100",""
"0000503845","cli_t-30","2019-04-05 06:36:15","150",""
"0000262677","cli_t-30","2019-01-16 00:03:24","700",""
"0000225588","cli_t-30","2019-11-05 22:50:56","800",""
"0000632384","cli_t-30","2019-02-11 12:50:03","600",""
"000086519","cli_t-30","2019-10-21 08:50:00","750",""
"0000891816","cli_t-30","2019-07-19 21:43:35","650",""
"0000132849","cli_t-30","2019-12-12 09:29:11","550",""
"0000568341","cli_t-30","2019-05-27 12:11:54","500",""
"0000390464","cli_t-30","2019-06-22 17:19:25","250",""
"0000719720","cli_t-30","2019-02-10 01:43:12","400",""
"0000249303","cli_t-30","2019-06-18 12:58:28","550",""
"0000489633","cli_t-30","2019-06-24 17:08:48","800",""
"0000338837","cli_t-30","2019-08-27 06:14:30","950",""
"000082571","cli_t-30","2019-09-29 06:06:04","650",""
"0000588166","cli_t-30","2019-03-31 15:47:25","350",""
"000072905","cli_t-30","2019-07-08 12:52:45","800",""
"0000159909","cli_t-30","2019-06-22 13:16:28","650",""
"0000150413","cli_t-30","2019-09-17 14:59:50","150",""
"0000274001","cli_t-30","2019-10-11 11:54:16","250",""
"0000402659","cli_t-30","2019-07-22 05:51:37","550",""
"0000688531","cli_t-30","2019-12-25 01:33:45","550",""
"0000191826","cli_t-30","2019-04-23 22:43:28","700",""
"0000753493","cli_t-30","2019-06-09 03:14:54","500",""
"0000550056","cli_t-30","2019-06-10 14:51:04","900",""
"0000494783","cli_t-30","2019-11-15 15:07:05","850",""
"0000666665","cli_t-30","2019-03-13 03:54:31","950",""
"0000655738","cli_t-30","2019-05-31 00:42:15","950",""
"0000206169","cli_t-30","2019-09-23 10:30:03","650",""
"0000967321","cli_t-30","2019-09-22 17:46:15","400",""
"0000345876","cli_t-30","2019-07-21 06:02:21","900",""
"0000756566","cli_t-30","2019-01-21 07:12:14","250",""
"0000331066","cli_t-30","2019-05-28 02:10:49","500",""
"000029995","cli_t-30","2019-12-03 04:26:05","700",""
"0000380845","cli_t-30","2019-05-29 00:58:56","650",""
"0000939815","cli_t-30","2019-11-12 15:49:16","600",""
"0000366479","cli_t-30","2019-03-16 12:29:33","150",""
"0000597521","cli_t-30","2019-05-03 01:13:39","450",""
"0000911988","cli_t-30","2019-06-13 09:40:40","100",""
"0000648662","cli_t-30","2019-01-11 02:44:02","500",""
"0000693604","cli_t-30","2019-09-30 15:15:21","350",""
"0000688254","cli_t-30","2019-07-28 00:18:10","250",""
"0000218502","cli_t-30","2019-10-21 17:28:22","500",""
"0000190103","cli_t-30","2019-05-21 03:24:12","250",""
"0000866549","cli_t-30","2019-08-16 03:28:17","950",""
"0000857338","cli_t-30","2019-02-08 07:57:58","700",""
"0000767161","cli_t-30","2019-04-14 11:57:13","400",""
"0000634","cli_t-30","2019-01-17 11:45:06","450",""
"0000914837","cli_t-30","2019-02-06 06:32:06","250",""
"0000343170","cli_t-30","2019-11-13 07:11:18","500",""
"0000249712","cli_t-30","2019-09-27 09:07:02","550",""
"0000771420","cli_t-30","2019-04-17 05:10:07","400",""
"000034716","cli_t-30","2019-02-23 01:48:17","350",""
"0000869191","cli_t-30","2019-12-18 22:51:18","600",""
"0000885163","cli_t-30","2019-06-08 12:21:35","500",""
"0000706684","cli_t-30","2019-05-13 13:23:13","100",""
"0000898041","cli_t-30","2019-12-27 21:58:47","850",""
"0000604857","cli_t-30","2019-01-04 12:41:55","150",""
"0000513193","cli_t-30","2019-05-18 18:22:29","550",""
"0000726301","cli_t-30","2019-10-02 12:37:54","300",""
"000093628","cli_t-30","2019-07-20 03:14:26","750",""
"0000770357","cli_t-30","2019-03-11 05:28:37","200",""
"0000738392","cli_t-30","2019-11-30 14:38:14","900",""
"0000173821","cli_t-30","2019-01-22 04:05:44","600",""
"0000129026","cli_t-30","2019-08-26 06:45:27","500",""
"000022245","cli_t-30","2019-08-19 15:24:10","250",""
"0000323687","cli_t-30","2019-02-03 23:02:11","350",""
"0000989035","cli_t-30","2019-02-07 14:30:04","100",""
"0000281950","cli_t-30","2019-03-07 11:33:12","550",""
"0000481968","cli_t-30","2019-09-28 13:57:21","900",""
"0000768876","cli_t-30","2019-07-28 13:27:30","900",""
"0000230396","cli_t-30","2019-01-06 18:38:25","550",""
"0000621367","cli_t-30","2019-11-15 04:07:41","900",""
"0000470025","cli_t-30","2019-03-25 20:38:16","700",""
"0000151809","cli_t-30","2019-04-03 07:16:04","650",""
"0000289940","cli_t-30","2019-02-20 06:41:58","900",""
"0000926187","cli_t-30","2019-10-17 12:25:18","850",""
"0000108118","cli_t-30","2019-04-08 14:57:26","350",""
"0000366712","cli_t-30","2019-01-19 10:50:17","550",""
"0000359211","cli_t-30","2019-03-20 00:56:39","100",""
"0000977468","cli_t-30","2019-03-05 08:04:13","400",""
"000013000","cli_t-30","2019-09-29 04:18:32","350",""
"0000608059","cli_t-30","2019-09-16 00:29:14","750",""
"0000508393","cli_t-30","2019-01-25 03:22:30","450",""
"0000455797","cli_t-30","2019-08-23 11:55:16","850",""
"0000893871","cli_t-30","2019-11-24 20:50:35","100",""
"0000182730","cli_t-30","2019-12-01 05:02:01","800",""
"0000590045","cli_t-30","2019-01-21 08:26:28","900",""
"0000481545","cli_t-30","2019-09-02 21:07:38","750",""
"0000187639","cli_t-30","2019-09-23 14:23:18","550",""
"0000135823","cli_t-30","2019-06-16 22:41:39","250",""
"0000127310","cli_t-30","2019-12-29 05:12:16","250",""
"0000541539","cli_t-30","2019-04-30 01:25:22","650",""
"00002649","cli_t-30","2019-05-28 12:53:10","150",""
"000070195","cli_t-30","2019-07-27 21:41:41","650",""
"000027790","cli_t-30","2019-10-20 00:06:38","800",""
"0000980840","cli_t-30","2019-05-24 17:15:52","950",""
"0000279144","cli_t-30","2019-08-22 20:48:30","300",""
"0000687947","cli_t-30","2019-04-06 21:01:46","900",""
"0000889898","cli_t-30","2019-02-17 07:58:02","700",""
"0000891394","cli_t-30","2019-04-08 00:33:16","300",""
"0000500562","cli_t-30","2019-05-07 22:12:44","800",""
"0000625800","cli_t-30","2019-10-19 10:40:47","400",""
"0000636577","cli_t-30","2019-05-23 09:55:57","600",""
"0000441309","cli_t-30","2019-12-03 22:48:54","200",""
"0000677261","cli_t-30","2019-02-20 10:25:48","100",""
"0000876666","cli_t-30","2019-03-14 15:58:18","150",""
"0000770191","cli_t-30","2019-02-04 11:05:02","300",""
"0000626900","cli_t-30","2019-11-06 01:02:37","200",""
"0000434609","cli_t-30","2019-04-14 03:35:34","700",""
"0000424493","cli_t-30","2019-02-24 09:46:40","600",""
"0000342744","cli_t-30","2019-03-04 23:46:15","900",""
"0000392893","cli_t-30","2019-08-13 14:48:43","650",""
"0000174669","cli_t-30","2019-06-14 16:52:18","900",""
"000071747","cli_t-30","2019-05-31 19:15:49","450",""
"000069850","cli_t-30","2019-01-11 01:00:30","500",""
"0000832492","cli_t-30","2019-07-22 03:02:25","700",""
"0000936336","cli_t-30","2019-03-02 04:41:55","300",""
"0000746487","cli_t-30","2019-06-10 02:50:17","300",""
"0000532958","cli_t-30","2019-05-07 12:22:16","600",""
"0000206036","cli_t-30","2019-10-13 15:22:01","600",""
"0000204536","cli_t-30","2019-03-21 15:03:34","200",""
"0000165319","cli_t-30","2019-07-31 17:21:18","400",""
"000069481","cli_t-30","2019-05-15 19:27:09","950",""
"0000199265","cli_t-30","2019-08-24 12:19:26","850",""
"0000980775","cli_t-30","2019-06-23 21:45:59","400",""
"000091319","cli_t-30","2019-02-05 19:57:46","450",""
"0000153830","cli_t-30","2019-02-21 11:05:45","250",""
"0000958575","cli_t-30","2019-08-02 14:43:13","450",""
"0000939312","cli_t-30","2019-04-30 20:42:14","650",""
"0000135939","cli_t-30","2019-10-25 09:08:42","800",""
"000017147","cli_t-30","2019-07-03 15:25:00","400",""
"0000871354","cli_t-30","2019-03-23 10:52:45","600",""
"000046175","cli_t-30","2019-10-12 23:29:35","800",""
"0000363932","cli_t-30","2019-02-27 22:54:51","300",""
"0000203834","cli_t-30","2019-01-03 22:53:55","750",""
"0000634389","cli_t-30","2019-07-11 22:21:46","250",""
"0000990243","cli_t-30","2019-09-03 07:14:33","250",""
"0000100512","cli_t-30","2019-01-19 08:17:13","250",""
"0000167816","cli_t-30","2019-08-25 03:11:08","950",""
"0000244517","cli_t-30","2019-09-19 19:23:28","400",""
"000047237","cli_t-30","2019-09-04 04:08:00","150",""
"0000540416","cli_t-30","2019-01-27 07:44:42","150",""
"0000651965","cli_t-30","2019-05-21 22:22:54","150",""
"0000698435","cli_t-30","2019-10-09 09:00:22","200",""
"0000543017","cli_t-30","2019-11-11 01:04:19","650",""
"0000615883","cli_t-30","2019-02-12 04:09:37","950",""
"0000657843","cli_t-30","2019-09-03 22:18:56","650",""
"0000309447","cli_t-30","2019-02-24 20:45:50","200",""
"0000558692","cli_t-30","2019-05-13 16:14:03","300",""
"0000841890","cli_t-30","2019-09-12 03:34:50","600",""
"0000260056","cli_t-30","2019-10-21 11:43:00","500",""
"0000961449","cli_t-30","2019-09-23 01:45:17","350",""
"0000812516","cli_t-30","2019-04-12 03:41:52","450",""
"000062204","cli_t-30","2019-01-21 20:39:18","900",""
"000040467","cli_t-30","2019-10-04 07:29:22","650",""
"0000634586","cli_t-30","2019-09-09 11:33:36","950",""
"0000274357","cli_t-30","2019-05-04 15:37:15","750",""
"0000367581","cli_t-30","2019-02-11 23:47:02","500",""
"0000199693","cli_t-30","2019-05-13 04:33:31","950",""
"0000720692","cli_t-30","2019-07-22 13:16:22","650",""
"0000309745","cli_t-30","2019-01-19 20:26:00","250",""
"0000811621","cli_t-30","2019-05-29 13:59:12","550",""
"0000210992","cli_t-30","2019-01-05 03:38:51","300",""
"000036953","cli_t-30","2019-05-17 13:17:08","800",""
"0000830721","cli_t-30","2019-11-15 00:27:51","900",""
"0000185778","cli_t-30","2019-02-14 08:54:52","900",""
"000027327","cli_t-30","2019-11-14 06:19:01","400",""
"0000520410","cli_t-30","2019-08-04 09:08:45","650",""
"0000316686","cli_t-30","2019-10-26 10:49:49","800",""
"0000129473","cli_t-30","2019-06-12 11:14:28","250",""
"0000404193","cli_t-30","2019-07-09 20:41:04","200",""
"0000406450","cli_t-30","2019-01-06 05:39:54","850",""
"0000342211","cli_t-30","2019-04-21 12:33:13","200",""
"0000806737","cli_t-30","2019-07-23 01:29:27","250",""
"0000765043","cli_t-30","2019-03-16 21:51:42","300",""
"0000545387","cli_t-30","2019-10-30 03:40:50","750",""
"0000606192","cli_t-30","2019-05-06 17:55:24","850",""
"0000853858","cli_t-30","2019-09-05 07:37:02","950",""
"0000820732","cli_t-30","2019-06-14 23:02:35","100",""
"0000762045","cli_t-30","2019-08-17 02:10:54","550",""
"000062675","cli_t-30","2019-05-02 09:51:23","150",""
"0000577380","cli_t-30","2019-10-29 17:25:25","600",""
"0000478694","cli_t-30","2019-08-18 13:44:49","600",""
"0000219954","cli_t-30","2019-12-10 12:41:58","200",""
"0000974546","cli_t-30","2019-05-13 18:27:22","650",""
"0000515255","cli_t-30","2019-01-24 06:20:38","350",""
"0000194371","cli_t-30","2019-02-11 12:26:31","700",""
"0000404403","cli_t-30","2019-12-14 17:14:44","200",""
"0000575633","cli_t-30","2019-10-27 02:32:17","850",""
"0000951706","cli_t-30","2019-04-05 12:08:38","950",""
"0000616506","cli_t-30","2019-02-24 15:10:45","550",""
"0000513034","cli_t-30","2019-07-04 23:08:54","450",""
"0000593964","cli_t-30","2019-04-01 13:32:49","500",""
"000085521","cli_t-30","2019-09-17 07:43:59","950",""
"0000142299","cli_t-30","2019-02-26 22:43:01","500",""
"0000330011","cli_t-30","2019-11-21 06:44:38","600",""
"0000844058","cli_t-30","2019-10-11 13:44:26","250",""
"0000547515","cli_t-30","2019-02-26 14:20:23","250",""
"0000927415","cli_t-30","2019-02-28 17:01:45","950",""
"000091211","cli_t-30","2019-05-20 20:33:40","900",""
"000066588","cli_t-30","2019-05-01 11:01:00","900",""
"0000473912","cli_t-30","2019-02-03 10:09:18","650",""
"0000924285","cli_t-30","2019-04-26 18:01:52","500",""
"0000227369","cli_t-30","2019-11-10 16:29:41","350",""
"0000892918","cli_t-30","2019-07-20 05:22:45","650",""
"0000600998","cli_t-30","2019-09-13 10:46:57","900",""
"000021961","cli_t-30","2019-12-12 04:29:53","900",""
"000020669","cli_t-30","2019-06-12 13:50:58","750",""
"0000961404","cli_t-30","2019-12-29 19:03:34","600",""
"000074524","cli_t-30","2019-12-19 14:18:36","800",""
"0000110624","cli_t-30","2019-05-13 15:11:03","300",""
"0000906338","cli_t-30","2019-07-05 17:55:53","250",""
"0000226598","cli_t-30","2019-05-26 05:28:03","750",""
"0000100564","cli_t-30","2019-01-29 19:29:59","650",""
"0000967416","cli_t-30","2019-10-19 09:49:12","450",""
"000076187","cli_t-30","2019-02-06 07:46:39","750",""
"0000455684","cli_t-30","2019-11-18 19:36:56","300",""
"0000739865","cli_t-30","2019-08-08 03:42:48","650",""
"000098500","cli_t-30","2019-02-22 02:09:23","700",""
"000025267","cli_t-30","2019-03-22 14:35:46","350",""
"0000497317","cli_t-30","2019-12-21 11:23:02","900",""
"0000354907","cli_t-30","2019-06-04 17:53:43","250",""
"0000322349","cli_t-30","2019-10-16 10:05:41","150",""
"000069688","cli_t-30","2019-04-10 09:58:30","550",""
"0000548447","cli_t-30","2019-10-16 12:57:17","300",""
"0000742109","cli_t-30","2019-12-09 23:52:13","750",""
"0000719679","cli_t-30","2019-11-27 22:06:26","950",""
"0000107604","cli_t-30","2019-04-27 10:32:57","100",""
"0000755343","cli_t-30","2019-05-16 01:06:15","350",""
"000019575","cli_t-30","2019-07-08 16:29:36","150",""
"0000773561","cli_t-30","2019-07-04 11:09:07","450",""
"0000800554","cli_t-30","2019-11-01 10:45:42","700",""
"0000355356","cli_t-30","2019-02-23 13:52:30","600",""
"0000382219","cli_t-30","2019-10-31 20:34:50","600",""
"0000536787","cli_t-30","2019-05-01 14:36:17","350",""
"000086210","cli_t-30","2019-01-01 14:49:33","350",""
"000025822","cli_t-30","2019-10-09 18:03:57","250",""
"0000764622","cli_t-30","2019-04-26 12:43:03","300",""
"0000980911","cli_t-30","2019-03-29 15:35:11","750",""
"000098465","cli_t-30","2019-08-17 06:51:19","600",""
"0000178385","cli_t-30","2019-02-12 02:16:29","800",""
"0000579786","cli_t-30","2019-06-27 04:44:08","200",""
"0000527039","cli_t-30","2019-11-03 16:13:45","650",""
"0000252013","cli_t-30","2019-04-26 18:13:45","900",""
"0000856932","cli_t-30","2019-11-19 19:48:10","650",""
"000094813","cli_t-30","2019-09-23 22:46:05","800",""
"0000135299","cli_t-30","2019-06-23 05:11:01","350",""
"0000701551","cli_t-30","2019-07-13 13:31:15","150",""
"0000775842","cli_t-30","2019-09-22 20:59:18","500",""
"0000218874","cli_t-30","2019-09-12 08:49:24","950",""
"0000266346","cli_t-30","2019-03-29 01:36:48","500",""
"0000329586","cli_t-30","2019-10-10 08:30:18","500",""
"0000812907","cli_t-30","2019-08-20 21:04:04","550",""
"0000875679","cli_t-30","2019-03-31 23:17:35","450",""
"0000921926","cli_t-30","2019-08-25 06:49:46","450",""
"0000413690","cli_t-30","2019-04-24 00:16:56","550",""
"0000840046","cli_t-30","2019-08-04 10:19:30","250",""
"0000496034","cli_t-30","2019-08-12 16:53:41","800",""
"0000169166","cli_t-30","2019-09-11 07:00:06","150",""
"0000816256","cli_t-30","2019-05-16 14:28:30","550",""
"0000242667","cli_t-30","2019-11-13 11:51:51","900",""
"0000990279","cli_t-30","2019-04-23 04:27:55","800",""
"0000764907","cli_t-30","2019-07-06 00:11:59","300",""
"000083414","cli_t-30","2019-02-09 16:53:57","600",""
"0000106789","cli_t-30","2019-01-22 17:15:08","550",""
"0000189242","cli_t-30","2019-12-29 04:53:11","700",""
"0000725155","cli_t-30","2019-08-07 05:03:01","250",""
"000047357","cli_t-30","2019-02-18 12:25:14","450",""
"0000668378","cli_t-30","2019-01-02 13:25:14","200",""
"0000138761","cli_t-30","2019-07-18 18:20:37","200",""
"0000387630","cli_t-30","2019-08-08 19:00:45","850",""
"0000676376","cli_t-30","2019-11-05 16:07:25","200",""
"0000934855","cli_t-30","2019-12-06 17:40:44","600",""
"0000351048","cli_t-30","2019-04-08 17:06:11","150",""
"0000459876","cli_t-30","2019-11-13 00:35:56","150",""
"0000583052","cli_t-30","2019-06-18 04:22:46","700",""
"0000239743","cli_t-30","2019-11-17 22:00:45","800",""
"0000633109","cli_t-30","2019-04-09 20:28:46","450",""
"0000481152","cli_t-30","2019-08-24 07:47:05","500",""
"000070536","cli_t-30","2019-12-05 10:52:51","100",""
"0000835143","cli_t-30","2019-01-24 10:23:52","600",""
"0000715416","cli_t-30","2019-11-10 17:54:24","650",""
"0000161443","cli_t-30","2019-08-29 18:16:56","600",""
"0000608047","cli_t-30","2019-11-16 15:47:45","650",""
"0000398010","cli_t-30","2019-04-07 07:09:06","450",""
"0000371097","cli_t-30","2019-11-02 01:42:07","250",""
"0000655659","cli_t-30","2019-11-10 10:05:42","650",""
"0000387148","cli_t-30","2019-12-15 17:18:24","950",""
"0000502127","cli_t-30","2019-06-11 10:37:22","250",""
"0000408187","cli_t-30","2019-07-26 08:19:48","150",""
"0000155790","cli_t-30","2019-08-23 06:39:55","700",""
"000051806","cli_t-30","2019-12-13 15:30:11","750",""
"0000566294","cli_t-30","2019-09-22 03:39:36","800",""
"0000184109","cli_t-30","2019-10-04 16:21:08","500",""
"0000525494","cli_t-30","2019-07-11 05:56:49","700",""
"0000917150","cli_t-30","2019-05-29 00:14:31","500",""
"0000913864","cli_t-30","2019-08-16 14:24:07","750",""
"0000564575","cli_t-30","2019-12-10 16:40:52","950",""
"0000773277","cli_t-30","2019-03-18 12:53:12","400",""
"0000323733","cli_t-30","2019-07-05 00:17:45","250",""
"000096823","cli_t-30","2019-11-19 16:11:51","200",""
"0000485783","cli_t-30","2019-09-19 01:39:19","200",""
"0000732068","cli_t-30","2019-04-15 23:40:32","800",""
"0000855183","cli_t-30","2019-06-07 19:01:27","900",""
"000023456","cli_t-30","2019-08-03 07:51:16","100",""
"0000700721","cli_t-30","2019-01-08 13:36:17","600",""
"0000333356","cli_t-30","2019-05-03 22:12:37","850",""
"0000539970","cli_t-30","2019-05-29 09:29:31","700",""
"0000520383","cli_t-30","2019-03-27 12:23:07","550",""
"0000988571","cli_t-30","2019-10-26 17:19:02","400",""
"0000838948","cli_t-30","2019-01-12 09:35:05","350",""
"0000728928","cli_t-30","2019-04-12 01:33:56","800",""
"0000666403","cli_t-30","2019-05-19 11:29:48","200",""
"0000728238","cli_t-30","2019-10-13 08:10:49","250",""
"000015860","cli_t-30","2019-12-18 10:53:12","650",""
"0000308135","cli_t-30","2019-06-25 22:16:58","400",""
"0000784577","cli_t-30","2019-12-28 12:42:00","650",""
"0000842715","cli_t-30","2019-10-09 01:44:54","800",""
"0000333842","cli_t-30","2019-04-24 10:12:14","350",""
"0000765867","cli_t-30","2019-12-06 16:04:36","300",""
"0000605910","cli_t-30","2019-02-19 13:05:24","650",""
"0000687449","cli_t-30","2019-03-23 13:06:48","400",""
"0000234000","cli_t-30","2019-01-27 10:22:18","550",""
"0000976496","cli_t-30","2019-06-09 11:37:34","500",""
"0000641195","cli_t-30","2019-10-03 08:12:14","750",""
"0000707656","cli_t-30","2019-10-17 00:59:07","250",""
"0000528303","cli_t-30","2019-09-03 07:48:02","100",""
"0000112119","cli_t-30","2019-01-15 09:02:03","800",""
"0000969847","cli_t-30","2019-05-01 17:01:30","950",""
"0000203323","cli_t-30","2019-12-07 01:44:45","150",""
"0000790988","cli_t-30","2019-11-09 04:13:37","850",""
"0000526107","cli_t-30","2019-10-10 11:58:16","800",""
"0000984365","cli_t-30","2019-11-16 19:22:13","500",""
"0000824835","cli_t-30","2019-06-17 01:39:58","200",""
"0000446415","cli_t-30","2019-05-13 09:37:20","450",""
"0000661073","cli_t-30","2019-03-08 06:58:24","200",""
"0000315339","cli_t-30","2019-05-11 05:31:29","100",""
"0000252589","cli_t-30","2019-07-07 15:45:25","650",""
"0000377106","cli_t-30","2019-09-05 23:21:34","800",""
"0000900188","cli_t-30","2019-01-30 09:22:19","400",""
"0000841019","cli_t-30","2019-10-28 04:20:49","450",""
"0000288008","cli_t-30","2019-10-18 19:22:39","800",""
"0000608333","cli_t-30","2019-03-25 00:49:19","800",""
"0000206214","cli_t-30","2019-01-16 00:41:18","450",""
